seller_id,seller_state,seller_city,total_revenue,orders_fulfilled,avg_order_value,avg_rating,positive_reviews,performance_score,seller_tier
06e5eefc71ec47ae763c5c6f8db7064f,RS,porto alegre,21648.67,93,232.78,3.96,68,35.21,Beginner
229c3efbfb0ea2058de4ccdfbc3d784a,MG,belo horizonte,15479.0,145,106.75,3.64,97,32.38,Beginner
751bdc4d83a466c7206cd42e8f426b03,SP,ribeirao pires,6592.94,70,94.18,3.63,41,26.52,Beginner
26d8a1c7c75d513045798992ead43aa2,PR,apucarana,5937.13,36,164.92,4.33,30,29.43,Beginner
77530e9772f57a62c906e1c21538ab82,PR,curitiba,46222.6,384,120.37,4.09,299,54.55,Intermediate
d91fb3b7d041e83b64a00a3edfb37e4f,SP,praia grande,41272.38,554,74.5,4.14,431,57.97,Intermediate
76d5af76d0271110f9af36c92573f765,SP,sao paulo,31944.6,155,206.09,4.1,120,42.03,Intermediate
5f1dc28029d2c244352a68107ec2b542,SP,sao paulo,2807.3,78,35.99,4.43,68,30.04,Beginner
406822777a0b9eb5c50e442dd4cd3ec5,SP,tatui,3548.09,46,77.13,4.36,37,28.96,Beginner
d97df38225e5abadaff1e72cb72b823c,SP,sao caetano do sul,1776.0,28,63.43,3.93,19,25.13,Beginner
8f119a0aee85c0c8fc534629734e94fd,SP,barueri,3578.88,81,44.18,4.25,66,29.36,Beginner
a673821011d0cec28146ea42f5ab767f,SP,sao paulo,13600.79,144,94.45,3.91,99,33.22,Beginner
f44bdc12aa39f5271f0b95f66cd4c289,SP,braganca paulista,357.5,7,51.07,2.86,3,17.51,Beginner
4e7c18b98d84e05cbae3ff0ff03846c2,SP,jaboticabal,9445.9,90,104.95,4.18,70,31.56,Beginner
c6bda72e4dbf5c5866b13cb1810c6d03,SP,sao paulo,14169.28,60,236.15,4.38,52,33.75,Beginner
128f9bfbe4c7d5185033914b1de3d39a,SP,atibaia,1267.39,15,84.49,4.8,15,29.76,Beginner
cb3dd9ce66268c7a3ca7241ac70ab58c,SP,sao paulo,2900.29,53,54.72,4.25,43,28.25,Beginner
f08c008c8a8d31417763738a1788a2a8,PR,santa terezinha de itaipu,1211.92,21,57.71,3.3,9,20.91,Beginner
768de2a4fc06aacecb9a586ccc30746a,DF,brasilia,442.7,13,34.05,4.38,11,26.85,Beginner
8602a61d680a10a82cceeeda0d99ea3d,SP,sao paulo,826.99,19,43.53,4.47,17,27.72,Beginner
5acd070dd3fe441bbb2ec1f1ede515ee,SP,jundiai,764.17,8,95.52,2.75,3,17.05,Beginner
81ed90f07c0bacb7594940ba2ef676aa,MG,divinopolis,223.9,2,111.95,4.5,2,27.15,Beginner
df0f42bc4c2142eacf0eaf2cffd0cfbb,SC,itajai,1654.0,16,103.38,4.06,12,25.5,Beginner
abe42c5d03695b4257b5c6cbf4e6784e,RJ,rio de janeiro,17000.0,49,346.94,3.96,35,32.03,Beginner
a2a41aedb70551d4a85aa04dc2fced48,SP,sao paulo,52.79,2,26.4,4.0,1,24.08,Beginner
a44fb5a447105f8469bdf16bf9159f25,RS,porto alegre,3706.1,19,195.06,4.05,14,26.35,Beginner
9b522ba7eae9e1d04082f267144583cc,SP,sao paulo,1478.6,5,295.72,4.8,5,29.54,Beginner
d63c73efd41eb002280e7ec831424edb,SP,piracicaba,5598.0,2,2799.0,4.0,1,26.3,Beginner
26785a546900236d66f2e4197c211158,SP,sao paulo,1019.2,15,67.95,4.67,14,28.88,Beginner
f4db9b37944bcb8873e6b456ee190bbf,SP,itaquaquecetuba,3409.78,22,154.99,4.55,19,29.32,Beginner
5343d0649eca2a983820bfe93fc4d17e,SP,santo andre,9819.02,110,89.26,3.64,66,29.07,Beginner
eb5b6204dde3a6e03b5f1bb8479f055b,SP,embu guacu,452.2,21,21.53,3.86,15,23.97,Beginner
ed4311e67debd72b8610a5347a743087,SP,guarulhos,3636.0,26,139.85,4.48,23,29.11,Beginner
e64882b4ef12aee8d0faca4db5b681f4,GO,goiania,230.0,2,115.0,4.0,2,24.15,Beginner
cf8ab1616079e2793aa29d524df01bb1,SP,sao paulo,9594.0,6,1599.0,2.5,2,19.02,Beginner
fec8cd45395b3cb0c2b173d7739706a1,SP,jambeiro,1280.0,4,320.0,3.75,2,23.13,Beginner
0b18d63d0cd1d723567903fd34a07df2,SP,sp,1678.14,14,119.87,4.79,14,29.83,Beginner
05a940b4ecae36cadfd8e93bd9c43257,GO,goiania,695.1,9,77.23,4.22,8,25.87,Beginner
70849ca4f400aaabb62cb7462a6f1428,MG,belo horizonte,909.58,12,75.8,4.42,10,27.24,Beginner
5bc55dbe2f12b6af6d83ed46023e0dc8,MG,coronel fabriciano,2992.1,21,142.48,2.33,4,15.81,Beginner
b1a81260566c1bac3114a6d124413f27,RS,carazinho,8684.69,54,160.83,4.22,45,30.41,Beginner
af7cdac9d9897cddead9c6b08976c642,SP,laranjal paulista,543.54,6,90.59,3.67,4,22.42,Beginner
edd066cd02126d7800f9b66e980e9931,DF,brasilia,987.7,6,164.62,5.0,6,30.58,Beginner
4d6d651bd7684af3fffabd5f08d12e5a,SP,jau,43317.9,391,110.79,4.21,319,54.32,Intermediate
9f505651f4a6abe901a56cdc21508025,SP,sao paulo,25977.83,427,60.84,4.31,347,49.06,Intermediate
7d76b645482be4a332374e8223836592,SP,sao paulo,3765.74,183,20.58,3.97,132,30.82,Beginner
1da3aeb70d7989d1e6d9b0e887f97c23,SP,sao paulo,8717.54,326,26.74,4.07,250,37.69,Beginner
1a3df491d1c4f1589fc2b934ada68bf2,SC,joinville,22693.2,173,131.17,4.24,138,39.71,Beginner
7c1fea10b5b006671d608b1d7c446ec4,SP,boituva,423.6,14,30.26,4.0,12,24.59,Beginner
15aac934c58d886785ac1b17953ea898,ES,muqui,4353.9,26,167.46,4.12,21,27.24,Beginner
0ad80de75c811326389cfb1daba7d45e,RJ,rio de janeiro,1449.4,6,241.57,5.0,5,30.76,Beginner
634964b17796e64304cadf1ad3050fb7,RJ,rio de janeiro,39114.1,323,121.1,3.87,229,48.56,Intermediate
e48b04bf1aa1ef711caebeb7aede6180,PR,curitiba,3187.1,25,127.48,4.48,23,28.9,Beginner
0b3f27369a4d8df98f7eb91077e438ac,SP,aruja,245.18,3,81.73,3.67,1,22.21,Beginner
8b28d096634035667e8263d57ba3368c,SP,sao jose dos campos,9025.3,151,59.77,3.9,108,31.54,Beginner
c1ed9e3daf6154542826a6996af0fb8c,SC,itajai,757.5,16,47.34,4.63,14,28.56,Beginner
cab85505710c7cb9b720bceb52b01cee,SP,sao paulo,11239.4,206,54.56,4.34,172,36.72,Beginner
79ebd9a61bac3eaf882805ed4ecfa12a,PR,cascavel,14987.89,142,105.55,4.02,109,34.38,Beginner
376a891762bbdecbc02b4b6adec3fdda,GO,goiania,6406.23,58,110.45,4.67,54,32.32,Beginner
bbaff50f3b708fda865918715276cd87,SP,atibaia,449.7,16,28.11,4.81,15,29.52,Beginner
984c273121e743dd14767befe6cb17f5,SP,americana,259.6,1,259.6,1.0,0,6.13,Beginner
3969863bb8af7f72580b3b1ffd3a17b3,SP,sao paulo,623.15,13,47.93,4.0,9,24.64,Beginner
ff063b022a9a0aab91bad2c9088760b7,SP,santo andre,12076.5,96,125.8,4.28,80,33.39,Beginner
1b1ae47a313a825a7ccceb8e2e30fa9d,PR,bocaiuva do sul,2184.0,10,218.4,4.22,7,26.49,Beginner
66e0557ecc2b4dbea057e93f215f68d8,SP,sao paulo,12141.0,30,404.7,4.03,22,29.94,Beginner
527801b552d0077ffd170872eb49683b,SP,garca,17942.8,92,195.03,4.48,80,36.82,Beginner
a23266650e7c84bb93fbbba502137478,RS,porto alegre,1512.4,16,94.53,3.25,9,20.58,Beginner
f593898ec748b7a8cb81fc04edafd98a,SP,pedreira,2588.04,22,117.64,3.45,13,22.4,Beginner
c35affa65afd250151285c5917fc1c8a,SP,sao paluo,4779.92,8,597.49,4.25,7,27.65,Beginner
52f9db5cfb423382a2fa5c9e39303202,SP,echapora,1218.78,22,55.4,4.32,19,27.07,Beginner
a888faf2d1baececa6baf9c3d603ee1f,PR,umuarama,17564.8,54,325.27,4.11,42,33.31,Beginner
b347677812ea483b0f528eaf8cbc09b7,PR,curitiba,7288.99,21,347.09,4.52,19,30.67,Beginner
c89cf7c468a48af70aada384e722f9e2,RJ,petropolis,745.0,14,53.21,4.0,10,24.72,Beginner
3c487ae8f8d7542beff5788e2e0aea83,DF,gama,9385.7,33,284.42,3.91,25,28.2,Beginner
974cf2cb8f4b7add98709c30df02fe10,SP,araraquara,2694.7,30,89.82,4.17,24,27.0,Beginner
fe701d88b67eaca109dffd464d1be9f9,RJ,marica,1359.0,10,135.9,4.3,8,26.64,Beginner
f44b6f775a2b390380e0e30b5c9d3eee,SP,sao paulo,2930.0,10,293.0,4.9,10,30.87,Beginner
c79151301b9d90985d1fa52879213105,PR,maringa,267.1,7,38.16,4.86,7,29.48,Beginner
5eeb9c756d9780b96283e5a2ac6da334,SP,ribeirao preto,2471.0,9,274.56,4.22,7,26.58,Beginner
de722cd6dad950a92b7d4f82673f8833,PE,recife,55126.3,377,146.22,4.17,312,58.38,Intermediate
b2479f944e1b90cf8a5de1bbfde284d6,SP,ibitinga,4848.5,132,36.73,3.32,74,25.82,Beginner
bafc5aa11e413978be29040f51342e70,MG,belo horizonte,1679.55,9,186.62,3.78,6,23.62,Beginner
821fb029fc6e495ca4f08a35d51e53a5,SP,sao paulo,17851.62,25,714.06,3.5,16,28.89,Beginner
bc47d5d1490df2b36add65d733eafaba,SP,santo andre,929.8,22,42.26,3.55,14,22.33,Beginner
b5bb2b985208834bd5bd86c7a402bbad,RS,venancio aires,621.06,2,310.53,5.0,2,30.31,Beginner
14ee35374a7876217954b5fa08e50463,SP,sao jose do rio preto,809.0,6,134.83,4.33,5,26.48,Beginner
87b740daf17b5d1be335a64164ec6842,SP,suzano,12099.89,11,1099.99,3.73,9,27.55,Beginner
4091f77d8c768fc3e81c20761471761d,SP,sao paulo,1079.0,8,134.88,2.75,3,17.17,Beginner
0885aaf116795758dfeb5f1032487bcd,SP,ferraz de vasconcelos,2573.1,29,88.73,4.24,23,27.34,Beginner
22c32ec35d0116ef02c281798a25bf8b,PR,maringa,119.58,6,19.93,3.5,2,21.23,Beginner
e5f9e61ceb5f523cc966e0f34095032f,SC,brusque,2908.0,5,581.6,4.2,4,26.51,Beginner
15ead3a5037a918ddb520dfe39a3d2b9,MG,conselheiro lafaiete,254.5,7,36.36,4.86,7,29.47,Beginner
d52cbce9845184537284a23c3bc3da0e,SC,garopaba,75.0,4,18.75,5.0,4,30.15,Beginner
76de363de16dacc923eec8daf91df504,SC,xaxim,360.0,2,180.0,2.5,1,15.2,Beginner
8b2d4ab22f42c5cfc338b846decfda60,PR,fazenda rio grande,458.0,9,50.89,4.78,9,29.13,Beginner
